ID,Mass,Bfld,Type
607053,3809842700.0,0.07647449,Isolated Central
607066,3743857200.0,0.072570115,Isolated Central
607075,4268373800.0,0.20022304,Isolated Central
607086,1629204600.0,0.06247219,Isolated Central
607100,1566174100.0,0.06915427,Isolated Central
607125,8629363000.0,0.3188462,Isolated Central
607160,4406504000.0,0.10737057,Isolated Central
607170,1558001900.0,0.072744295,Isolated Central
607184,1819628200.0,0.07046983,Isolated Central
607220,5590926000.0,0.09246381,Isolated Central
607228,2604770800.0,0.074907824,Isolated Central
607241,2399396400.0,0.06863496,Isolated Central
607253,2661052000.0,0.08030217,Isolated Central
607271,4235988700.0,0.09647833,Isolated Central
607287,2862145800.0,0.088394925,Isolated Central
607299,2432983300.0,0.067915045,Isolated Central
607309,3571448300.0,0.1352617,Isolated Central
607320,2751026700.0,0.13014652,Isolated Central
607326,2510178600.0,0.12930827,Isolated Central
607341,1877955800.0,0.105376996,Isolated Central
607356,1855923000.0,0.25203386,Isolated Central
607370,3273175000.0,0.14996767,Isolated Central
607401,2667626000.0,0.08260023,Isolated Central
607411,2642324500.0,0.17914137,Isolated Central
607424,6898133000.0,0.09448206,Isolated Central
607436,3820835000.0,0.08649108,Isolated Central
607447,3444296400.0,0.13288364,Isolated Central
607456,3610788600.0,0.062324338,Isolated Central
607471,4765706000.0,0.17273691,Isolated Central
607481,5040038400.0,0.16305137,Isolated Central
607491,1335841500.0,0.06560249,Isolated Central
607515,4051920600.0,0.12935883,Isolated Central
607524,7373201400.0,0.11076589,Isolated Central
607536,7088027000.0,0.19343372,Isolated Central
607550,1914766000.0,0.07015308,Isolated Central
607568,2032606300.0,0.08128147,Isolated Central
607579,2013196800.0,0.14475247,Isolated Central
607586,6933778400.0,0.095058054,Isolated Central
607592,4364867600.0,0.18332328,Isolated Central
607601,3883842000.0,0.07546605,Isolated Central
607615,4597172000.0,0.124268465,Isolated Central
607627,7498819600.0,0.21200766,Isolated Central
607633,1918934500.0,0.11969083,Isolated Central
607645,1345873700.0,0.090809666,Isolated Central
607657,2094905000.0,0.12548158,Isolated Central
607664,8090798600.0,0.39090466,Isolated Central
607670,3389687300.0,0.1113052,Isolated Central
607682,2298139000.0,0.10308531,Isolated Central
607691,2082267300.0,0.16083872,Isolated Central
607708,2933674800.0,0.07348908,Isolated Central
607720,2600430000.0,0.0617718,Isolated Central
607735,2830455800.0,0.08720255,Isolated Central
607758,2326061300.0,0.06571025,Isolated Central
607776,2609139500.0,0.0765326,Isolated Central
607786,5225178000.0,0.2743161,Isolated Central
607791,4256411000.0,0.11678583,Isolated Central
607805,1821763000.0,0.08378322,Isolated Central
607830,5836094000.0,0.10797345,Isolated Central
607863,4687147500.0,0.2171569,Isolated Central
607875,3437705200.0,0.15873833,Isolated Central
607890,5507895000.0,0.16163462,Isolated Central
607898,4198691300.0,0.12445741,Isolated Central
607912,4199818200.0,0.22134961,Isolated Central
607923,1948503000.0,0.17717713,Isolated Central
607944,4955865000.0,0.13932216,Isolated Central
607951,7195934700.0,0.13851012,Isolated Central
607954,3079960300.0,0.06493213,Isolated Central
607968,2356940800.0,0.11879425,Isolated Central
607978,3006390000.0,0.114188276,Isolated Central
607984,3358351600.0,0.07710587,Isolated Central
607994,1017203650.0,0.07582962,Isolated Central
608007,6588125700.0,0.13681783,Isolated Central
608016,4995298300.0,0.18858828,Isolated Central
608040,1823791000.0,0.105838925,Isolated Central
608060,1611689300.0,0.19552338,Isolated Central
608066,2532721200.0,0.1282015,Isolated Central
608075,3780067600.0,0.09885742,Isolated Central
608082,4675080000.0,0.16171652,Isolated Central
608095,5019280000.0,0.18654545,Isolated Central
608106,1098413400.0,0.07115388,Isolated Central
608121,2156136000.0,0.044005133,Isolated Central
608134,4690256000.0,0.24865344,Isolated Central
608159,5510658600.0,0.15864976,Isolated Central
608162,1906057600.0,0.1475443,Isolated Central
608169,3208409900.0,0.08642148,Isolated Central
608181,3771817000.0,0.6578418,Isolated Central
608197,4262870300.0,0.0772847,Isolated Central
608209,5781776400.0,0.09944057,Isolated Central
608220,2928085800.0,0.0828331,Isolated Central
608239,1245440800.0,0.08686799,Isolated Central
608262,3074601000.0,0.13703127,Isolated Central
608266,3103552800.0,0.14609714,Isolated Central
608274,6018467000.0,0.12536648,Isolated Central
608283,5689370000.0,0.1195456,Isolated Central
608296,5672951000.0,0.11647012,Isolated Central
608302,2332608800.0,0.10108976,Isolated Central
608310,3586940200.0,0.12542036,Isolated Central
608327,2608860400.0,0.09435467,Isolated Central
608334,3392728600.0,0.07722196,Isolated Central
608345,2791913200.0,0.11859131,Isolated Central
608348,5146070500.0,0.36979866,Isolated Central
608353,5114358000.0,0.088453025,Isolated Central
608364,2277329700.0,0.10260241,Isolated Central
608376,2466669300.0,0.12548453,Isolated Central
608389,2653990100.0,0.10515201,Isolated Central
608396,3291355100.0,0.05757686,Isolated Central
608410,1644151900.0,0.7591998,Isolated Central
608424,4292641300.0,0.08674538,Isolated Central
608447,1463391100.0,0.073805764,Isolated Central
608467,2956396500.0,0.12757157,Isolated Central
608493,3166622500.0,0.3372827,Isolated Central
608499,1586162800.0,0.11782534,Isolated Central
608510,1746808700.0,0.21583414,Isolated Central
608517,3215206700.0,0.22438467,Isolated Central
608527,3076832300.0,0.17241943,Isolated Central
608545,4320773000.0,0.17396721,Isolated Central
608550,1960528800.0,0.1446741,Isolated Central
608559,5034217500.0,0.12201237,Isolated Central
608571,1809644900.0,0.13998352,Isolated Central
608595,7457988000.0,0.15940443,Isolated Central
608623,2441665300.0,0.09781958,Isolated Central
608638,5734865400.0,0.18386541,Isolated Central
608647,2171532000.0,0.08783796,Isolated Central
608660,1741314200.0,0.15211678,Isolated Central
608673,2702143000.0,0.24361402,Isolated Central
608686,4400356400.0,0.09037105,Isolated Central
608693,7047657500.0,0.40435058,Isolated Central
608700,1544772400.0,0.15121213,Isolated Central
608717,1251474200.0,0.08904222,Isolated Central
608754,2706653400.0,0.11882023,Isolated Central
608796,2422199800.0,0.07266216,Isolated Central
608815,4521204000.0,0.11417159,Isolated Central
608833,4935826400.0,0.073925875,Isolated Central
608840,2573364700.0,0.15564324,Isolated Central
608854,2128246300.0,0.08615159,Isolated Central
608865,3645749200.0,0.1840256,Isolated Central
608879,4083512800.0,0.10215548,Isolated Central
608887,1599366700.0,0.08410737,Isolated Central
608904,2170964000.0,0.14907101,Isolated Central
608914,1591222500.0,0.118561946,Isolated Central
608928,1114714000.0,0.096627645,Isolated Central
608934,1306546700.0,0.17374451,Isolated Central
608949,8943839000.0,0.3863143,Isolated Central
608978,2940577500.0,0.07213136,Isolated Central
608990,2853286100.0,0.08051117,Isolated Central
608994,4541040000.0,0.10111768,Isolated Central
609005,5620409000.0,0.16879988,Isolated Central
609014,1800644900.0,0.09860762,Isolated Central
609029,7449860000.0,0.24435975,Isolated Central
609036,3419453700.0,0.09972525,Isolated Central
609066,5390454000.0,0.09871089,Isolated Central
609072,5119058400.0,0.07635636,Isolated Central
609095,6064292400.0,0.124825105,Isolated Central
609101,5607013000.0,0.19075045,Isolated Central
609104,2655672000.0,0.098980024,Isolated Central
609120,1912996400.0,0.19138551,Isolated Central
609137,3166616300.0,0.09119749,Isolated Central
609151,1361596000.0,0.05273712,Isolated Central
609168,2375310000.0,0.15440957,Isolated Central
609172,5707532000.0,0.14566761,Isolated Central
609178,2698212400.0,0.083692715,Isolated Central
609188,3328295700.0,0.21131574,Isolated Central
609197,5658483700.0,0.12575148,Isolated Central
609202,3727508200.0,0.13381578,Isolated Central
609212,4776298500.0,0.278949,Isolated Central
609221,4542966300.0,0.09539989,Isolated Central
609236,1339441900.0,0.11315497,Isolated Central
609245,3384640300.0,0.09853332,Isolated Central
609254,4142446300.0,0.12686244,Isolated Central
609270,4291602400.0,0.14938569,Isolated Central
609279,4739931000.0,0.16941257,Isolated Central
609286,6458625500.0,0.09341092,Isolated Central
609298,2636008400.0,0.05715147,Isolated Central
609304,3188764000.0,0.14087975,Isolated Central
609319,2483655700.0,0.072608806,Isolated Central
609329,1570957200.0,0.1014439,Isolated Central
609343,1893935000.0,0.07289586,Isolated Central
609350,1031392700.0,0.0809043,Isolated Central
609397,4085436000.0,0.31078064,Isolated Central
609409,1455780600.0,0.10840357,Isolated Central
609422,2892889600.0,0.072572924,Isolated Central
609437,3447156500.0,0.08719999,Isolated Central
609446,2600034600.0,0.22522202,Isolated Central
609452,3676706800.0,0.23903121,Isolated Central
609462,6378818000.0,0.25040662,Isolated Central
609471,2122904000.0,0.08030156,Isolated Central
609480,3247723500.0,0.1552797,Isolated Central
609496,6101526000.0,0.09355552,Isolated Central
609523,2219659000.0,0.07668559,Isolated Central
609531,6919510000.0,0.14416865,Isolated Central
609540,1841440100.0,0.054135304,Isolated Central
609559,2500189000.0,0.16430968,Isolated Central
609574,3574716200.0,0.10397233,Isolated Central
609583,3714258200.0,0.20955613,Isolated Central
609590,2499044900.0,0.13312623,Isolated Central
609602,3414638600.0,0.23112145,Isolated Central
609620,1685152800.0,0.084289335,Isolated Central
609630,2281438700.0,0.16814053,Isolated Central
609640,2242468900.0,0.08511651,Isolated Central
609654,1880023000.0,0.07451994,Isolated Central
609701,2409101300.0,0.18159713,Isolated Central
609710,2947684600.0,0.11902005,Isolated Central
609722,3551006200.0,0.23074228,Isolated Central
609731,2885089300.0,0.066178255,Isolated Central
609746,3249265200.0,0.12931044,Isolated Central
609758,3160508400.0,0.088782795,Isolated Central
609765,5257390000.0,0.13719556,Isolated Central
609771,1124316800.0,0.0697001,Isolated Central
609791,2572033000.0,0.13852684,Isolated Central
609807,1557513700.0,0.24758975,Isolated Central
609826,1359007700.0,0.06252513,Isolated Central
609837,2408480000.0,0.08981436,Isolated Central
609851,5090069500.0,0.07613709,Isolated Central
609860,4190355000.0,0.12216836,Isolated Central
609867,1539039600.0,0.12808071,Isolated Central
609878,4569385500.0,0.083868474,Isolated Central
609886,2805107500.0,0.14600423,Isolated Central
609895,2712269300.0,0.12363832,Isolated Central
609932,2647717600.0,0.083198674,Isolated Central
609942,1138067700.0,0.09806498,Isolated Central
609960,2491223300.0,0.15915917,Isolated Central
609965,5283491300.0,0.08465822,Isolated Central
609974,2003921400.0,0.06150144,Isolated Central
609986,10185607000.0,0.84221154,Isolated Central
609992,2824229000.0,0.14103727,Isolated Central
609999,3752514800.0,0.1373772,Isolated Central
610007,3669507600.0,0.2215334,Isolated Central
610013,1805547400.0,0.07994498,Isolated Central
610052,2453810700.0,0.11930118,Isolated Central
610063,4437780000.0,0.17711899,Isolated Central
610070,3726629000.0,0.09317977,Isolated Central
610084,5110073300.0,0.08478348,Isolated Central
610089,4710429700.0,0.101277374,Isolated Central
610098,3686817500.0,0.13412078,Isolated Central
610107,2717484500.0,0.0936723,Isolated Central
610118,5878635500.0,0.2130678,Isolated Central
610124,2094340200.0,0.07317017,Isolated Central
610185,3269923000.0,0.117924735,Isolated Central
610196,4822622000.0,0.07302346,Isolated Central
610199,2569371000.0,0.08909811,Isolated Central
610208,6011252700.0,0.078780584,Isolated Central
610216,5061904400.0,0.10501804,Isolated Central
610221,3115331000.0,0.10587079,Isolated Central
610230,4040580600.0,0.07937231,Isolated Central
610245,3440928800.0,0.121561,Isolated Central
610259,6837985300.0,0.08566947,Isolated Central
610268,2898632000.0,0.11198851,Isolated Central
610294,2218772000.0,0.20121785,Isolated Central
610303,1767235500.0,0.17693615,Isolated Central
610311,2598805200.0,0.10063591,Isolated Central
610319,2027389300.0,0.0939529,Isolated Central
610337,2470250000.0,0.10145712,Isolated Central
610357,4110136800.0,0.2193367,Isolated Central
610385,3434548700.0,0.07622722,Isolated Central
610395,3293810000.0,0.09336798,Isolated Central
610404,4206297300.0,0.07584114,Isolated Central
610416,1977326800.0,0.14512148,Isolated Central
610427,3890250800.0,0.16589315,Isolated Central
610439,4369654300.0,0.08284531,Isolated Central
610442,5409140700.0,0.15513508,Isolated Central
610452,1559244300.0,0.07163376,Isolated Central
610467,2730392600.0,0.16002436,Isolated Central
610480,4580488700.0,0.5348914,Isolated Central
610496,6591140000.0,0.1393008,Isolated Central
610504,3385047600.0,0.108096816,Isolated Central
610532,2480153300.0,0.18557985,Isolated Central
610541,4557203000.0,0.19292147,Isolated Central
610545,2030268200.0,0.18922856,Isolated Central
610554,4578498000.0,0.36864105,Isolated Central
610571,2088243300.0,0.10287113,Isolated Central
610585,2777207300.0,0.08443706,Isolated Central
610599,3046230300.0,0.20022085,Isolated Central
610606,12323609000.0,0.17592941,Isolated Central
610610,1847105000.0,0.14657693,Isolated Central
610621,2473322800.0,0.120554104,Isolated Central
610642,2937152500.0,0.16116709,Isolated Central
610654,3060783600.0,0.14926587,Isolated Central
610669,2777256400.0,0.06916716,Isolated Central
610674,2598644200.0,0.067862704,Isolated Central
610684,2777168100.0,0.083753124,Isolated Central
610695,4180078600.0,0.16614227,Isolated Central
610710,2074714100.0,0.16778909,Isolated Central
610725,2823796700.0,0.09151048,Isolated Central
610733,3877073200.0,0.16690765,Isolated Central
610738,5133099500.0,0.1812471,Isolated Central
610747,5254730000.0,0.110309795,Isolated Central
610751,1200894200.0,0.10061921,Isolated Central
610759,5258837000.0,0.14465657,Isolated Central
610769,2920491000.0,0.19417436,Isolated Central
610775,2457984500.0,0.1639861,Isolated Central
610781,2237073000.0,0.13402948,Isolated Central
610789,5055109600.0,0.13518742,Isolated Central
610791,2328349400.0,0.11895435,Isolated Central
610800,2765517000.0,0.11924367,Isolated Central
610809,2839362600.0,0.080344915,Isolated Central
610816,1116859100.0,0.10782627,Isolated Central
610823,2446157000.0,0.046758115,Isolated Central
610836,3811814700.0,0.08751246,Isolated Central
610849,1294424400.0,0.11623339,Isolated Central
610858,2419261700.0,0.35447168,Isolated Central
610868,2128062200.0,0.06154509,Isolated Central
610883,2925602000.0,0.10392991,Isolated Central
610894,6423638000.0,0.11475893,Isolated Central
610900,1511174000.0,0.08007728,Isolated Central
610909,3818640100.0,0.09641731,Isolated Central
610918,3230916600.0,0.081533626,Isolated Central
610933,1961305500.0,0.13329391,Isolated Central
610946,1638329000.0,0.08028111,Isolated Central
610962,3283470300.0,0.21814957,Isolated Central
610971,2561229000.0,0.14982122,Isolated Central
610983,1372509000.0,0.08385951,Isolated Central
610997,2438550800.0,0.07018771,Isolated Central
611008,2061697900.0,0.062664464,Isolated Central
611031,5674016000.0,0.2973371,Isolated Central
611036,8327535600.0,0.38864613,Isolated Central
611046,2369760500.0,0.6668475,Isolated Central
611055,4475147000.0,0.25744602,Isolated Central
611064,3157140700.0,0.21184804,Isolated Central
611072,2719880700.0,0.09606498,Isolated Central
611081,1668016900.0,0.081656605,Isolated Central
611099,2261748200.0,0.16703255,Isolated Central
611121,1116987100.0,0.10649,Isolated Central
611143,1042499000.0,0.068487264,Isolated Central
611151,3346593800.0,0.11060268,Isolated Central
611158,2703184400.0,0.17537594,Isolated Central
611170,1307168300.0,0.05532085,Isolated Central
611186,4593892000.0,0.18523544,Isolated Central
611199,8630686000.0,0.33532244,Isolated Central
611206,2419941400.0,0.11057826,Isolated Central
611221,2689904600.0,0.07588066,Isolated Central
611236,1497694100.0,0.086376674,Isolated Central
611252,3677033500.0,0.20194776,Isolated Central
611256,3574850800.0,0.10869096,Isolated Central
611261,2508226300.0,0.13708395,Isolated Central
611270,5322104300.0,0.09639897,Isolated Central
611281,3220841200.0,0.071537465,Isolated Central
611290,1606686100.0,0.095393494,Isolated Central
611302,3745904400.0,0.20687677,Isolated Central
611310,3670789400.0,0.1004186,Isolated Central
611315,3848950300.0,0.2115112,Isolated Central
611324,1083126100.0,0.06503898,Isolated Central
611334,2823242500.0,0.10616901,Isolated Central
611350,2833536000.0,0.10241189,Isolated Central
611363,5718263300.0,0.09360025,Isolated Central
611368,4578891300.0,0.11908906,Isolated Central
611373,2341921300.0,0.06928639,Isolated Central
611382,2027162500.0,0.12426293,Isolated Central
611386,1810427900.0,0.042728644,Isolated Central
611399,14855785000.0,0.39181185,Isolated Central
611401,1670450700.0,0.09975984,Isolated Central
611415,2842716700.0,0.1027156,Isolated Central
611425,6332691000.0,0.14143515,Isolated Central
611429,2998091800.0,0.1172812,Isolated Central
611439,4365769000.0,0.093145005,Isolated Central
611444,4274923000.0,0.07751439,Isolated Central
611457,2209837800.0,0.12451893,Isolated Central
611465,3455779300.0,0.10638782,Isolated Central
611475,1192108200.0,0.09776554,Isolated Central
611488,4780223500.0,0.17184353,Isolated Central
611496,1524845600.0,0.08724108,Isolated Central
611508,4284900000.0,0.19665359,Isolated Central
611513,3624572700.0,0.21401827,Isolated Central
611533,4806043000.0,0.11768771,Isolated Central
611545,3928360400.0,0.10194803,Isolated Central
611553,2848974300.0,0.10230363,Isolated Central
611563,3249996300.0,0.23560826,Isolated Central
611572,5080994000.0,0.14934678,Isolated Central
611580,3969846500.0,0.11885333,Isolated Central
611587,2833461800.0,0.092904225,Isolated Central
611605,3303950300.0,0.114331014,Isolated Central
611625,4306227700.0,0.11678827,Isolated Central
611645,2681357300.0,0.08863247,Isolated Central
611658,1809503600.0,0.14317109,Isolated Central
611667,2223331000.0,0.114549816,Isolated Central
611683,3673866800.0,0.16400741,Isolated Central
611690,3277282300.0,0.08341326,Isolated Central
611701,2134843900.0,0.101331376,Isolated Central
611710,6338312700.0,0.19864368,Isolated Central
611714,3452724200.0,0.15113182,Isolated Central
611733,3697054700.0,0.14130558,Isolated Central
611748,2295705000.0,0.1706702,Isolated Central
611751,3101378300.0,0.10830952,Isolated Central
611792,3281948700.0,0.8756213,Isolated Central
611805,2730414300.0,0.14622194,Isolated Central
611822,2349268700.0,0.23727983,Isolated Central
611831,1349167900.0,0.14218752,Isolated Central
611845,2170514200.0,0.18087858,Isolated Central
611849,2168680400.0,0.053463027,Isolated Central
611859,3536323000.0,0.08260948,Isolated Central
611870,2660894200.0,0.08549289,Isolated Central
611881,1879747000.0,0.07080645,Isolated Central
611899,4368356000.0,0.1646275,Isolated Central
611907,2828056600.0,0.10768232,Isolated Central
611918,3940086500.0,0.08094744,Isolated Central
611947,8478053400.0,0.7873484,Isolated Central
611951,1597879200.0,0.16529918,Isolated Central
611964,3491065300.0,0.2420721,Isolated Central
611967,1581485800.0,0.08997863,Isolated Central
611982,4678097000.0,0.13084902,Isolated Central
611996,6114727000.0,0.25044775,Isolated Central
612008,1005056060.0,0.059654325,Isolated Central
612026,4606252500.0,0.078587025,Isolated Central
612038,4130852000.0,0.13144843,Isolated Central
612050,3296423700.0,0.07427442,Isolated Central
612054,3172082200.0,0.117230125,Isolated Central
612061,1602545400.0,0.07034245,Isolated Central
612071,1298205400.0,0.47607148,Isolated Central
612086,4647920000.0,0.07080547,Isolated Central
612092,1546141700.0,0.0687593,Isolated Central
612106,2519914800.0,0.08664634,Isolated Central
612121,2622191400.0,0.09980434,Isolated Central
612129,3987977700.0,0.12742388,Isolated Central
612136,3914680600.0,0.22984415,Isolated Central
612141,2182780700.0,0.10033316,Isolated Central
612156,3439626800.0,0.14069948,Isolated Central
612162,5302523000.0,0.13208024,Isolated Central
612169,1421696800.0,0.069107406,Isolated Central
612182,2237013200.0,0.1537448,Isolated Central
612201,1407431800.0,0.07698264,Isolated Central
612213,2037676200.0,0.07926252,Isolated Central
612255,6742305000.0,0.11161926,Isolated Central
612261,4120786700.0,0.1447243,Isolated Central
612267,4210328800.0,0.0647387,Isolated Central
612279,1795107100.0,0.17246664,Isolated Central
612303,1791393300.0,0.059884273,Isolated Central
612311,8403302000.0,0.9956035,Isolated Central
612319,1543963500.0,0.061908167,Isolated Central
612331,6597875000.0,0.18065473,Isolated Central
612334,4439542000.0,0.11869002,Isolated Central
612338,3193440300.0,0.113759495,Isolated Central
612347,3414642200.0,0.06765004,Isolated Central
612357,3886096000.0,0.16481106,Isolated Central
612362,1724672900.0,0.0889244,Isolated Central
612373,1563161100.0,0.11662032,Isolated Central
612398,1632266100.0,0.07323716,Isolated Central
612407,2555658000.0,0.087827526,Isolated Central
612421,2201360600.0,0.1331432,Isolated Central
612443,3521323500.0,0.13224044,Isolated Central
612456,1941210100.0,0.17125785,Isolated Central
612473,1151823900.0,0.07002993,Isolated Central
612489,3054280000.0,0.16705823,Isolated Central
612501,2114185100.0,0.19296466,Isolated Central
612510,2672434200.0,0.06487917,Isolated Central
612524,4613907500.0,0.13817029,Isolated Central
612534,5204700000.0,0.13743615,Isolated Central
612543,3190621200.0,0.18933277,Isolated Central
612555,5675139000.0,0.1152379,Isolated Central
612564,3133906700.0,0.09040766,Isolated Central
612577,5458822700.0,0.19414422,Isolated Central
612590,4032220700.0,0.07651959,Isolated Central
612596,3379622100.0,0.4880461,Isolated Central
612604,1414113400.0,0.049197637,Isolated Central
612616,2282072300.0,0.1365149,Isolated Central
612621,1915994500.0,0.076624736,Isolated Central
612634,2354581800.0,0.17513086,Isolated Central
612649,4793997300.0,0.14435461,Isolated Central
612659,1438928600.0,0.14206254,Isolated Central
612668,1894199600.0,0.07981808,Isolated Central
612687,2498407000.0,0.07534663,Isolated Central
612695,3161332000.0,0.19378987,Isolated Central
612714,4296644600.0,0.17027545,Isolated Central
612727,3179190000.0,0.21700108,Isolated Central
612734,1296470500.0,0.056959674,Isolated Central
612751,1980550700.0,0.10205281,Isolated Central
612760,2378427400.0,0.083400525,Isolated Central
612768,2616160800.0,0.16267368,Isolated Central
612780,4925738000.0,0.12841944,Isolated Central
612787,4546982000.0,0.11433864,Isolated Central
612798,5909700000.0,0.08980159,Isolated Central
612803,3137037000.0,0.04912979,Isolated Central
612817,2851724500.0,0.115055226,Isolated Central
612823,4245284600.0,0.10041427,Isolated Central
612834,3601232100.0,0.1551016,Isolated Central
612840,2040574700.0,0.08200955,Isolated Central
612851,3388767700.0,0.111256234,Isolated Central
612860,3940149500.0,0.19249207,Isolated Central
612868,5203488300.0,0.092600115,Isolated Central
612876,1138685800.0,0.0728899,Isolated Central
612888,1988892500.0,0.17228056,Isolated Central
612901,2459283200.0,0.15841372,Isolated Central
612918,1466001800.0,0.10829764,Isolated Central
612932,5321424000.0,0.25749767,Isolated Central
612951,1638021400.0,0.06416977,Isolated Central
612959,1199173000.0,0.07485955,Isolated Central
612974,7730804000.0,0.10235908,Isolated Central
612980,3009080600.0,0.10105894,Isolated Central
612990,2923401500.0,0.18681918,Isolated Central
612994,6216834000.0,0.23642838,Isolated Central
613000,3189676800.0,0.10711243,Isolated Central
613012,4723983400.0,0.082661495,Isolated Central
613029,4531035000.0,0.21127594,Isolated Central
613036,1742776300.0,0.10180678,Isolated Central
613055,2129540000.0,0.10327974,Isolated Central
613063,2005259900.0,0.11602979,Isolated Central
613077,3374260200.0,0.110765636,Isolated Central
613084,1858686600.0,0.08306294,Isolated Central
613096,5437734000.0,0.75997204,Isolated Central
613102,1788561800.0,0.0885449,Isolated Central
613124,2355564000.0,0.051145084,Isolated Central
613130,4957687300.0,0.15603621,Isolated Central
613138,4160039000.0,0.17887346,Isolated Central
613148,4429863000.0,0.07533306,Isolated Central
613154,2389649400.0,0.47066888,Isolated Central
613173,7157311000.0,0.22821763,Isolated Central
613175,2105766300.0,0.101658456,Isolated Central
613189,5068735500.0,0.41443267,Isolated Central
613198,2933793000.0,0.07324857,Isolated Central
613208,3898303200.0,0.1660883,Isolated Central
613221,1127852700.0,0.0488693,Isolated Central
613232,1677838300.0,0.10420033,Isolated Central
613250,4167886800.0,0.16201952,Isolated Central
613256,2218603500.0,0.063860685,Isolated Central
613266,4643223000.0,0.09233209,Isolated Central
613271,3889421800.0,0.10316482,Isolated Central
613280,3962177800.0,0.074798495,Isolated Central
613290,1759958400.0,0.10965421,Isolated Central
613305,1206222700.0,0.073372245,Isolated Central
613319,5343292400.0,0.08777888,Isolated Central
613338,4868590000.0,0.09005602,Isolated Central
613350,3261244700.0,0.101697825,Isolated Central
613357,1985821600.0,0.146614,Isolated Central
613373,1576901100.0,0.13461795,Isolated Central
613386,3184214800.0,0.1530322,Isolated Central
613398,3051106800.0,0.22414313,Isolated Central
613406,1041236900.0,0.066291854,Isolated Central
613422,4013008600.0,0.1721915,Isolated Central
613433,1395369700.0,0.07959552,Isolated Central
613448,4708829700.0,0.24856956,Isolated Central
613455,1857189100.0,0.06688166,Isolated Central
613468,2923801000.0,0.23540449,Isolated Central
613475,2009590400.0,0.119557284,Isolated Central
613488,2577950700.0,0.25050128,Isolated Central
613493,3533312000.0,0.16048715,Isolated Central
613506,1579100500.0,0.14312488,Isolated Central
613516,1904305800.0,0.48738018,Isolated Central
613528,1220212000.0,0.08419776,Isolated Central
613544,2186999600.0,0.11913608,Isolated Central
613551,5084628500.0,0.1318691,Isolated Central
613557,2150375700.0,0.080194615,Isolated Central
613567,5835564500.0,0.10973071,Isolated Central
613570,1014787460.0,0.06715798,Isolated Central
613586,2235756300.0,0.10050797,Isolated Central
613598,4444056000.0,0.09562901,Isolated Central
613609,2493379000.0,0.10330104,Isolated Central
613620,2826698500.0,0.094848886,Isolated Central
613629,1018363800.0,0.16261388,Isolated Central
613643,3416621300.0,0.09093375,Isolated Central
613660,3370133000.0,0.15385468,Isolated Central
613675,1538653700.0,0.16268118,Isolated Central
613692,4590509600.0,0.21224035,Isolated Central
613695,2722509000.0,0.15024911,Isolated Central
613710,2734858000.0,0.0780869,Isolated Central
613731,1365423700.0,0.061147787,Isolated Central
613748,5742846000.0,0.14727312,Isolated Central
613756,2782055700.0,0.30507058,Isolated Central
613761,1019472900.0,0.15766336,Isolated Central
613774,2013400600.0,0.1629988,Isolated Central
613779,5017483300.0,0.08299601,Isolated Central
613788,10906064000.0,0.21791606,Isolated Central
613792,4186371300.0,0.22346783,Isolated Central
613797,1904224500.0,0.18807413,Isolated Central
613821,2140101100.0,0.059458744,Isolated Central
613825,2941686800.0,0.20538484,Isolated Central
613848,3465759000.0,0.20804073,Isolated Central
613856,3167003000.0,0.17161351,Isolated Central
613871,2993224400.0,0.09406184,Isolated Central
613878,1090157400.0,0.085405596,Isolated Central
613920,1751534800.0,0.18387131,Isolated Central
613933,1331116500.0,0.15654185,Isolated Central
613947,2355422700.0,0.07818576,Isolated Central
613968,2692972000.0,0.15681049,Isolated Central
613977,6718087000.0,0.2937904,Isolated Central
613985,2431953700.0,0.07969752,Isolated Central
614000,3288408800.0,0.12826619,Isolated Central
614009,3359734300.0,0.14069863,Isolated Central
614014,3578066700.0,0.14614925,Isolated Central
614020,3251000000.0,0.100540474,Isolated Central
614030,1298340200.0,0.09160339,Isolated Central
614041,1560934800.0,0.1424924,Isolated Central
614052,1020545200.0,0.21668054,Isolated Central
614066,3581845200.0,0.07046421,Isolated Central
614090,2858045700.0,0.1733446,Isolated Central
614098,2376731100.0,0.07733328,Isolated Central
614115,1516234500.0,0.20790038,Isolated Central
614140,1623180400.0,0.09013065,Isolated Central
614158,3371844600.0,0.1294919,Isolated Central
614168,2135517700.0,0.09428041,Isolated Central
614182,7820972500.0,0.26136422,Isolated Central
614190,1806299900.0,0.09763069,Isolated Central
614193,5395780000.0,0.10581739,Isolated Central
614197,4188498200.0,0.123374805,Isolated Central
614209,1747356300.0,0.083213195,Isolated Central
614216,4148466400.0,0.22115617,Isolated Central
614228,2485443000.0,0.12668918,Isolated Central
614235,1459712500.0,0.10546775,Isolated Central
614249,5002033000.0,0.1124526,Isolated Central
614255,1027717570.0,0.08696374,Isolated Central
614274,1849469400.0,0.11715102,Isolated Central
614284,1064051200.0,0.110700145,Isolated Central
614296,1642572500.0,0.074707344,Isolated Central
614309,4878415400.0,0.16821313,Isolated Central
614317,3999512800.0,0.102283426,Isolated Central
614331,1768106600.0,0.06765223,Isolated Central
614338,2720375000.0,0.15881073,Isolated Central
614345,2489705000.0,0.1076853,Isolated Central
614352,1910944800.0,0.22765248,Isolated Central
614362,12481388000.0,0.41203448,Isolated Central
614370,3601250000.0,0.10600844,Isolated Central
