ID,Mass,Bfld,Type
353976,6472570000.0,0.95855194,Post-Infall
354729,5927506400.0,0.9592952,Post-Infall
354991,2155444000.0,0.77547693,Post-Infall
363738,17016106000.0,0.18954432,Post-Infall
373952,21187768000.0,0.2885128,Post-Infall
379322,6916615700.0,0.9093461,Post-Infall
382932,1092708000.0,17.248684,Post-Infall
396075,3476176000.0,0.7849588,Post-Infall
402770,7756945400.0,0.2022223,Post-Infall
420305,2657970400.0,0.47663644,Post-Infall
482170,3488710400.0,1.3417717,Post-Infall
335927,294082840000.0,0.091912076,Isolated Central
343429,341292450000.0,0.13215935,Isolated Central
351779,107846910000.0,0.07270221,Isolated Central
365263,196045960000.0,0.13885017,Isolated Central
377398,218654540000.0,0.08660101,Isolated Central
379949,115782870000.0,0.101844154,Isolated Central
384914,127092250000.0,0.08876367,Isolated Central
387438,131435380000.0,0.15474744,Isolated Central
391081,126723680000.0,0.13320933,Isolated Central
391260,121684760000.0,0.10122132,Isolated Central
391681,94868560000.0,0.13616589,Isolated Central
393731,173218990000.0,0.06374895,Isolated Central
393888,115125790000.0,0.06459645,Isolated Central
398110,151728140000.0,0.12203698,Isolated Central
398913,113357770000.0,0.09666768,Isolated Central
408764,78851780000.0,0.048409134,Isolated Central
409358,160265980000.0,0.14313217,Isolated Central
410303,116508475000.0,0.14355972,Isolated Central
413608,111087660000.0,0.098781,Isolated Central
415373,112885735000.0,0.09011566,Isolated Central
419909,99666210000.0,0.09370491,Isolated Central
422831,70487800000.0,0.07844304,Isolated Central
424485,137506110000.0,0.1452092,Isolated Central
424725,133879910000.0,0.14168216,Isolated Central
426483,126344780000.0,0.16315562,Isolated Central
426902,60874740000.0,0.0591894,Isolated Central
429237,134360800000.0,0.16458844,Isolated Central
431282,92074130000.0,0.1263427,Isolated Central
431868,70242280000.0,0.0494448,Isolated Central
434681,84203760000.0,0.055088285,Isolated Central
434938,117704900000.0,0.100457214,Isolated Central
435309,114672250000.0,0.124447115,Isolated Central
435417,91772270000.0,0.13402267,Isolated Central
435782,77056705000.0,0.099334486,Isolated Central
436003,70041264000.0,0.10466531,Isolated Central
436917,106785540000.0,0.11765064,Isolated Central
437822,79911354000.0,0.15186177,Isolated Central
438167,74312050000.0,0.10475012,Isolated Central
438368,120175360000.0,0.13414852,Isolated Central
439468,99965530000.0,0.1054182,Isolated Central
439518,101980880000.0,0.10615,Isolated Central
440642,84680245000.0,0.17935355,Isolated Central
440827,104537874000.0,0.12182707,Isolated Central
441667,86063940000.0,0.12521738,Isolated Central
442154,90254270000.0,0.15399453,Isolated Central
442439,79827720000.0,0.10107965,Isolated Central
442637,86754100000.0,0.09694289,Isolated Central
443356,113268154000.0,0.12752637,Isolated Central
444184,110058830000.0,0.07794044,Isolated Central
445092,101287770000.0,0.11403744,Isolated Central
445271,123721450000.0,0.14868304,Isolated Central
446112,121901834000.0,0.17502557,Isolated Central
446172,38680330000.0,0.07964057,Isolated Central
447767,87760540000.0,0.079803735,Isolated Central
448111,88636875000.0,0.16540413,Isolated Central
448269,58381447000.0,0.16866297,Isolated Central
449201,74542320000.0,0.061977025,Isolated Central
449267,88394555000.0,0.08676575,Isolated Central
449465,84522110000.0,0.057663113,Isolated Central
449651,91778830000.0,0.11246521,Isolated Central
449846,95776014000.0,0.09351853,Isolated Central
450265,62919115000.0,0.1647003,Isolated Central
450767,74182120000.0,0.18363042,Isolated Central
450849,89729230000.0,0.18572396,Isolated Central
451005,84525460000.0,0.056842856,Isolated Central
451090,78880240000.0,0.07231318,Isolated Central
451323,76709320000.0,0.13021883,Isolated Central
451860,58449183000.0,0.08167947,Isolated Central
451961,62974644000.0,0.17535304,Isolated Central
452279,81402910000.0,0.16601536,Isolated Central
452357,63681806000.0,0.19085741,Isolated Central
453019,103277370000.0,0.08292974,Isolated Central
453134,77811020000.0,0.192759,Isolated Central
453713,115829750000.0,0.23264532,Isolated Central
454074,63916216000.0,0.1634627,Isolated Central
454633,52724777000.0,0.046334915,Isolated Central
454729,76423094000.0,0.105898984,Isolated Central
454898,83537610000.0,0.12679462,Isolated Central
455198,64390690000.0,0.18095951,Isolated Central
456114,41502210000.0,0.11508117,Isolated Central
456456,58620162000.0,0.15044619,Isolated Central
456538,87417020000.0,0.15633236,Isolated Central
456725,69732370000.0,0.16996072,Isolated Central
457169,95538640000.0,0.0961277,Isolated Central
457514,80701350000.0,0.105431676,Isolated Central
457604,66755720000.0,0.073821664,Isolated Central
457871,80898480000.0,0.11120169,Isolated Central
458231,70124180000.0,0.1029245,Isolated Central
458447,58906550000.0,0.12090297,Isolated Central
458604,88970240000.0,0.20535237,Isolated Central
459020,60571177000.0,0.12228486,Isolated Central
459360,104949630000.0,0.12004749,Isolated Central
459786,49147646000.0,0.14800279,Isolated Central
459959,73125410000.0,0.1431025,Isolated Central
460117,65847124000.0,0.107125975,Isolated Central
460273,71361550000.0,0.10510124,Isolated Central
460692,65881977000.0,0.14738363,Isolated Central
460746,86010980000.0,0.09215465,Isolated Central
460823,61929345000.0,0.13076651,Isolated Central
460888,53496414000.0,0.15127984,Isolated Central
461038,58072480000.0,0.060154483,Isolated Central
461136,77303276000.0,0.10616485,Isolated Central
461609,60076028000.0,0.1129108,Isolated Central
461806,60656275000.0,0.1967678,Isolated Central
462077,77585120000.0,0.13077734,Isolated Central
462189,54712390000.0,0.21237007,Isolated Central
462564,82523980000.0,0.1285158,Isolated Central
462631,74295380000.0,0.116907395,Isolated Central
463233,63361655000.0,0.15552257,Isolated Central
463395,52743807000.0,0.23154075,Isolated Central
464742,61296380000.0,0.18702517,Isolated Central
464894,78442700000.0,0.06518487,Isolated Central
465136,87014370000.0,0.12357937,Isolated Central
465320,73187080000.0,0.07486258,Isolated Central
465548,62172070000.0,0.12917359,Isolated Central
466387,81348125000.0,0.23379728,Isolated Central
466746,72840700000.0,0.166267,Isolated Central
466958,63433187000.0,0.13210423,Isolated Central
467011,77500600000.0,0.14110711,Isolated Central
467127,38606516000.0,0.2655158,Isolated Central
467256,72036880000.0,0.095728785,Isolated Central
467798,53975556000.0,0.19131866,Isolated Central
467919,62967910000.0,0.07472647,Isolated Central
468006,57753360000.0,0.11639918,Isolated Central
468251,61473698000.0,0.20705733,Isolated Central
468508,40525357000.0,0.18441527,Isolated Central
468759,40223695000.0,0.18744184,Isolated Central
468817,54234812000.0,0.12934074,Isolated Central
468921,85552300000.0,0.156081,Isolated Central
468967,35887022000.0,0.25087062,Isolated Central
469102,52155320000.0,0.18131605,Isolated Central
469265,73187180000.0,0.20769385,Isolated Central
469315,49253220000.0,0.19503246,Isolated Central
469377,56413905000.0,0.15988863,Isolated Central
469438,81192380000.0,0.16340637,Isolated Central
469657,71254710000.0,0.11811812,Isolated Central
469740,59075936000.0,0.117818154,Isolated Central
469879,65182560000.0,0.10568961,Isolated Central
469930,79235334000.0,0.18051931,Isolated Central
470178,66446690000.0,0.07689858,Isolated Central
470252,48513794000.0,0.056714736,Isolated Central
470380,45377626000.0,0.31287366,Isolated Central
470617,63705174000.0,0.20027676,Isolated Central
470950,43650793000.0,0.16896155,Isolated Central
471006,46327108000.0,0.12342588,Isolated Central
471420,73520030000.0,0.102881916,Isolated Central
471591,55288447000.0,0.13920894,Isolated Central
471665,50351174000.0,0.15486611,Isolated Central
471857,96988650000.0,0.19086125,Isolated Central
472362,68552004000.0,0.120057665,Isolated Central
472457,52744864000.0,0.17225839,Isolated Central
472499,62187040000.0,0.13971643,Isolated Central
473287,41163910000.0,0.13910516,Isolated Central
473471,47502574000.0,0.14368266,Isolated Central
473641,78928180000.0,0.19661576,Isolated Central
473676,36410150000.0,0.1556002,Isolated Central
474061,41462292000.0,0.13194595,Isolated Central
474127,64761630000.0,0.16781023,Isolated Central
474170,58253970000.0,0.1682416,Isolated Central
474231,70915130000.0,0.13251217,Isolated Central
474505,45536540000.0,0.104378544,Isolated Central
474623,52167193000.0,0.1687463,Isolated Central
474813,59135218000.0,0.18571998,Isolated Central
474918,45503560000.0,0.1665728,Isolated Central
475020,49045037000.0,0.21176659,Isolated Central
475098,45603398000.0,0.07575146,Isolated Central
475293,32600992000.0,0.027298894,Isolated Central
475490,69619320000.0,0.12203333,Isolated Central
475865,68980050000.0,0.1025306,Isolated Central
475906,42002730000.0,0.17542426,Isolated Central
475956,46843470000.0,0.1306063,Isolated Central
476118,62143290000.0,0.1259071,Isolated Central
476527,40879022000.0,0.12970401,Isolated Central
476892,51057324000.0,0.13866197,Isolated Central
476997,60953584000.0,0.2918134,Isolated Central
477119,54799315000.0,0.098549746,Isolated Central
477474,47444070000.0,0.1584314,Isolated Central
477518,80017800000.0,0.2084496,Isolated Central
477564,31755600000.0,0.18259686,Isolated Central
478160,44912595000.0,0.11222928,Isolated Central
478452,62170305000.0,0.18218759,Isolated Central
478496,67050443000.0,0.08968031,Isolated Central
478535,44241314000.0,0.111952886,Isolated Central
478661,55046648000.0,0.11423139,Isolated Central
478696,53460316000.0,0.22894572,Isolated Central
479117,36782498000.0,0.16986606,Isolated Central
479174,47252763000.0,0.116781004,Isolated Central
479264,53414343000.0,0.16641119,Isolated Central
479839,58044530000.0,0.13746439,Isolated Central
480194,66144838000.0,0.30239114,Isolated Central
480230,32206854000.0,0.21821913,Isolated Central
480391,56384240000.0,0.14838836,Isolated Central
480550,72968176000.0,0.12651242,Isolated Central
480750,53076677000.0,0.12962033,Isolated Central
480803,51003036000.0,0.122272834,Isolated Central
480989,37669716000.0,0.1593602,Isolated Central
481036,62227902000.0,0.22055954,Isolated Central
481254,58876776000.0,0.13569103,Isolated Central
481300,40395490000.0,0.34512794,Isolated Central
481405,31899711000.0,0.17782015,Isolated Central
481545,30629888000.0,0.11504338,Isolated Central
481804,45254435000.0,0.124914125,Isolated Central
481894,47303100000.0,0.1402466,Isolated Central
482006,31212237000.0,0.15816502,Isolated Central
482054,34919023000.0,0.091415204,Isolated Central
482435,43942556000.0,0.17302287,Isolated Central
482533,47017017000.0,0.07975753,Isolated Central
482714,59477107000.0,0.10608625,Isolated Central
482757,54032118000.0,0.14017504,Isolated Central
482869,50583933000.0,0.08983231,Isolated Central
482987,59383235000.0,0.12059209,Isolated Central
483113,35549577000.0,0.21666256,Isolated Central
483179,67845247000.0,0.18287413,Isolated Central
483484,55917265000.0,0.1264259,Isolated Central
483521,32763263000.0,0.14727421,Isolated Central
483590,37450240000.0,0.24954213,Isolated Central
483812,55321317000.0,0.1342408,Isolated Central
483868,67648890000.0,0.17173207,Isolated Central
483900,60295545000.0,0.27174765,Isolated Central
484207,51689440000.0,0.16975862,Isolated Central
484307,60272440000.0,0.35241896,Isolated Central
484655,44935078000.0,0.14389868,Isolated Central
484715,56068720000.0,0.13682279,Isolated Central
484771,45206872000.0,0.14054425,Isolated Central
484852,45592773000.0,0.04156758,Isolated Central
484905,56342495000.0,0.20949239,Isolated Central
484944,48232882000.0,0.10758374,Isolated Central
485233,73673020000.0,0.1061756,Isolated Central
485441,37523407000.0,0.1420395,Isolated Central
485518,43020080000.0,0.25846335,Isolated Central
485747,50730365000.0,0.11117957,Isolated Central
485951,53272990000.0,0.04685005,Isolated Central
486009,50308817000.0,0.11494261,Isolated Central
486052,58966696000.0,0.08795787,Isolated Central
486124,55692812000.0,0.09120242,Isolated Central
486186,47059820000.0,0.14157462,Isolated Central
486281,44951667000.0,0.1609788,Isolated Central
486463,38170395000.0,0.1059752,Isolated Central
486525,30039126000.0,0.13333261,Isolated Central
486781,30467832000.0,0.21422485,Isolated Central
486875,50486764000.0,0.20201014,Isolated Central
486966,59649188000.0,0.18878834,Isolated Central
487042,52004442000.0,0.13805898,Isolated Central
487152,51953710000.0,0.13396674,Isolated Central
487191,50588880000.0,0.18405314,Isolated Central
487244,67063650000.0,0.1558369,Isolated Central
487276,39520207000.0,0.24430071,Isolated Central
487393,26613416000.0,0.13075404,Isolated Central
487438,24192970000.0,0.19001877,Isolated Central
487496,44168544000.0,0.29266778,Isolated Central
487530,35955210000.0,0.062069055,Isolated Central
487769,26143660000.0,0.14543596,Isolated Central
487877,41206596000.0,0.26517773,Isolated Central
488123,51558765000.0,0.20497036,Isolated Central
488174,41049375000.0,0.15720217,Isolated Central
488415,50564555000.0,0.1464346,Isolated Central
488537,39894970000.0,0.07185705,Isolated Central
488722,41210340000.0,0.1492157,Isolated Central
489054,38777483000.0,0.20846538,Isolated Central
489100,45185516000.0,0.19497792,Isolated Central
489273,49197180000.0,0.11990859,Isolated Central
489314,57038103000.0,0.1401871,Isolated Central
489417,34180899000.0,0.16570994,Isolated Central
489462,56313324000.0,0.10399581,Isolated Central
489501,26024733000.0,0.15061244,Isolated Central
489550,37941424000.0,0.20163095,Isolated Central
489593,56711078000.0,0.20220645,Isolated Central
489703,35846586000.0,0.26393798,Isolated Central
489953,50242503000.0,0.09596821,Isolated Central
490109,48374514000.0,0.2412136,Isolated Central
490172,51968705000.0,0.115547635,Isolated Central
490238,39893316000.0,0.23589188,Isolated Central
490280,33522180000.0,0.16767935,Isolated Central
490342,29486406000.0,0.06524336,Isolated Central
490418,44455760000.0,0.16782671,Isolated Central
490577,63960105000.0,0.15896155,Isolated Central
490617,47791415000.0,0.14705966,Isolated Central
490661,51748620000.0,0.0801108,Isolated Central
490768,40896905000.0,0.15375502,Isolated Central
490867,27277620000.0,0.13606504,Isolated Central
491066,61429880000.0,0.11874957,Isolated Central
491189,45409235000.0,0.092622794,Isolated Central
491282,52183822000.0,0.17820945,Isolated Central
491354,32168100000.0,0.072037436,Isolated Central
491403,33900093000.0,0.18381454,Isolated Central
491735,39839277000.0,0.27049735,Isolated Central
491761,35492510000.0,0.2340754,Isolated Central
492092,46320110000.0,0.13166392,Isolated Central
492125,45909647000.0,0.10832627,Isolated Central
492178,39984456000.0,0.11851398,Isolated Central
492223,31493605000.0,0.13164635,Isolated Central
492392,57779350000.0,0.12542263,Isolated Central
492425,39898640000.0,0.23681849,Isolated Central
492493,31915948000.0,0.10915373,Isolated Central
492565,27803460000.0,0.2224375,Isolated Central
492614,57565370000.0,0.07068508,Isolated Central
492825,44709950000.0,0.25128773,Isolated Central
492845,37181400000.0,0.29016802,Isolated Central
492889,28660685000.0,0.117302574,Isolated Central
493034,32349352000.0,0.10856919,Isolated Central
493183,47580520000.0,0.19322328,Isolated Central
493230,48881115000.0,0.46419957,Isolated Central
493437,38041924000.0,0.14188807,Isolated Central
493491,52515865000.0,0.18129729,Isolated Central
493517,42278883000.0,0.13612236,Isolated Central
493575,42462147000.0,0.10893269,Isolated Central
493751,44350270000.0,0.11298086,Isolated Central
493964,50953960000.0,0.21491538,Isolated Central
494036,30377318000.0,0.12605761,Isolated Central
494273,42992270000.0,0.09853616,Isolated Central
494326,41241310000.0,0.13095671,Isolated Central
494423,24006513000.0,0.16400439,Isolated Central
494721,28365940000.0,0.13081297,Isolated Central
494846,30839464000.0,0.082692005,Isolated Central
494928,21811579000.0,0.13327055,Isolated Central
494991,26128167000.0,0.12719691,Isolated Central
495043,37346742000.0,0.11831474,Isolated Central
495214,37670515000.0,0.27794746,Isolated Central
495442,49311773000.0,0.20206903,Isolated Central
495471,38157283000.0,0.13035884,Isolated Central
495772,29959598000.0,0.19341363,Isolated Central
495803,28019075000.0,0.13178359,Isolated Central
495854,52526740000.0,0.101776645,Isolated Central
495882,27993518000.0,0.13394916,Isolated Central
496019,54001010000.0,0.1508554,Isolated Central
496056,24230754000.0,0.2141204,Isolated Central
496132,41046372000.0,0.15146051,Isolated Central
496244,34223534000.0,0.119343735,Isolated Central
496326,41121110000.0,0.13826089,Isolated Central
496369,42934200000.0,0.09945958,Isolated Central
496474,33600354000.0,0.17256013,Isolated Central
496515,43743990000.0,0.21679461,Isolated Central
496805,44444390000.0,0.117689736,Isolated Central
496990,34836374000.0,0.23395473,Isolated Central
497032,31490533000.0,0.14528678,Isolated Central
497088,38352986000.0,0.15062544,Isolated Central
497220,32782848000.0,0.20152569,Isolated Central
497258,39484908000.0,0.15034917,Isolated Central
497351,37366055000.0,0.26549104,Isolated Central
497498,25692266000.0,0.23694229,Isolated Central
497548,43199080000.0,0.13785638,Isolated Central
497646,49968878000.0,0.15106727,Isolated Central
497712,35497890000.0,0.34510827,Isolated Central
497800,48355828000.0,0.40581822,Isolated Central
497838,42984550000.0,0.2073935,Isolated Central
497879,31906863000.0,0.07231477,Isolated Central
497964,40477330000.0,0.11184814,Isolated Central
498011,54317863000.0,0.20627296,Isolated Central
498031,29903567000.0,0.108927146,Isolated Central
498297,44979270000.0,0.16850175,Isolated Central
498389,39978488000.0,0.37085298,Isolated Central
498520,31877175000.0,0.22588818,Isolated Central
498576,25423800000.0,0.17670228,Isolated Central
498677,41984800000.0,0.28315893,Isolated Central
498710,25335558000.0,0.1334289,Isolated Central
498768,51044100000.0,0.20783497,Isolated Central
498803,30524041000.0,0.15504478,Isolated Central
498854,27778943000.0,0.15727083,Isolated Central
498923,43256955000.0,0.07352109,Isolated Central
499025,49323876000.0,0.1897239,Isolated Central
499113,63729148000.0,0.1525941,Isolated Central
499130,46375580000.0,0.20075887,Isolated Central
499161,36629262000.0,0.115662806,Isolated Central
499223,32895603000.0,0.15281264,Isolated Central
499270,22921190000.0,0.11207479,Isolated Central
499383,35074413000.0,0.16675615,Isolated Central
499463,60797362000.0,0.11948735,Isolated Central
499609,44415336000.0,0.1681204,Isolated Central
499636,46246703000.0,0.1330461,Isolated Central
499810,33157708000.0,0.20101286,Isolated Central
499852,33284772000.0,0.21148522,Isolated Central
499960,30952268000.0,0.34879956,Isolated Central
499996,20943725000.0,0.19901378,Isolated Central
500086,40254165000.0,0.19549413,Isolated Central
500114,32870031000.0,0.16064028,Isolated Central
500188,37224890000.0,0.16206856,Isolated Central
500239,46783020000.0,0.3182055,Isolated Central
500268,45057503000.0,0.12189925,Isolated Central
500294,35447590000.0,0.18141323,Isolated Central
500366,28728711000.0,0.19649878,Isolated Central
500448,44211110000.0,0.076251075,Isolated Central
500494,36759610000.0,0.16002868,Isolated Central
500575,26109182000.0,0.14236286,Isolated Central
500632,32654279000.0,0.25852332,Isolated Central
500725,39091024000.0,0.100231856,Isolated Central
500766,16919302000.0,0.10003215,Isolated Central
500867,25158294000.0,0.15376393,Isolated Central
501215,40020963000.0,0.19519085,Isolated Central
501244,28639934000.0,0.08143219,Isolated Central
501292,28672354000.0,0.15306273,Isolated Central
501324,26307105000.0,0.16189204,Isolated Central
501430,36110530000.0,0.15014566,Isolated Central
501526,43395180000.0,0.20073281,Isolated Central
501604,52167557000.0,0.24611288,Isolated Central
501658,37433600000.0,0.36619025,Isolated Central
501761,31699333000.0,0.25711447,Isolated Central
501859,34127317000.0,0.06266754,Isolated Central
502168,42483757000.0,0.10913186,Isolated Central
502279,27340680000.0,0.2957899,Isolated Central
502312,29953407000.0,0.13642731,Isolated Central
502347,37313310000.0,0.09680845,Isolated Central
502427,35460850000.0,0.11584838,Isolated Central
502503,40069980000.0,0.29222882,Isolated Central
502595,33618029000.0,0.23361331,Isolated Central
502619,41772438000.0,0.22644176,Isolated Central
502648,39764330000.0,0.14491485,Isolated Central
502730,30231437000.0,0.1505537,Isolated Central
502767,38840177000.0,0.13581023,Isolated Central
502796,24304308000.0,0.14805709,Isolated Central
502919,32554107000.0,0.14687005,Isolated Central
502956,50581578000.0,0.11273297,Isolated Central
503091,27818512000.0,0.28769386,Isolated Central
503114,50890957000.0,0.20541622,Isolated Central
503364,29466204000.0,0.19618014,Isolated Central
503393,38521490000.0,0.10713507,Isolated Central
503432,39758316000.0,0.19763896,Isolated Central
503503,39789576000.0,0.26534435,Isolated Central
503664,39938626000.0,0.15511352,Isolated Central
503778,31163320000.0,0.10744053,Isolated Central
503826,20752150000.0,0.1062395,Isolated Central
503880,19935977000.0,0.14759031,Isolated Central
503951,28262162000.0,0.15096913,Isolated Central
504000,35665814000.0,0.10562424,Isolated Central
504030,34369010000.0,0.23421045,Isolated Central
504065,45798170000.0,0.1055079,Isolated Central
504142,55972410000.0,0.089137234,Isolated Central
504177,22359386000.0,0.13084325,Isolated Central
504227,24265888000.0,0.14545554,Isolated Central
504295,27581660000.0,0.13187116,Isolated Central
504350,34344323000.0,0.16025098,Isolated Central
504488,9684657000.0,0.09196956,Isolated Central
504549,28902701000.0,0.11154384,Isolated Central
504593,19675159000.0,0.154191,Isolated Central
504650,39088394000.0,0.17355816,Isolated Central
504730,43070060000.0,0.14277904,Isolated Central
504785,20546535000.0,0.11902428,Isolated Central
504837,46284485000.0,0.16255398,Isolated Central
504863,22888272000.0,0.15791616,Isolated Central
504994,19406375000.0,0.16864109,Isolated Central
505030,27534051000.0,0.18127966,Isolated Central
505106,17611487000.0,0.13302302,Isolated Central
505455,31573385000.0,0.23732564,Isolated Central
505616,43407870000.0,0.12226235,Isolated Central
505642,23773938000.0,0.108952165,Isolated Central
505793,33533366000.0,0.23267208,Isolated Central
505831,30876426000.0,0.13264439,Isolated Central
505892,33490708000.0,0.09819071,Isolated Central
505928,36024967000.0,0.1480451,Isolated Central
506063,34780140000.0,0.1324383,Isolated Central
506106,24170290000.0,0.13836628,Isolated Central
506138,20898916000.0,0.11448459,Isolated Central
506207,46948320000.0,0.1142757,Isolated Central
506244,30263724000.0,0.1519505,Isolated Central
506393,31793607000.0,0.17098674,Isolated Central
506409,29800850000.0,0.12408613,Isolated Central
506481,16614583000.0,0.113674834,Isolated Central
506566,30783100000.0,0.13567579,Isolated Central
506609,37246697000.0,0.20889576,Isolated Central
506753,34178382000.0,0.24100813,Isolated Central
506823,19032930000.0,0.22327991,Isolated Central
506903,28879250000.0,0.1606586,Isolated Central
506943,31436894000.0,0.10627315,Isolated Central
506992,38923600000.0,0.27845067,Isolated Central
507025,23337521000.0,0.20167476,Isolated Central
507096,49796678000.0,0.22069636,Isolated Central
507130,35891260000.0,0.14482534,Isolated Central
507157,24551997000.0,0.13736503,Isolated Central
507256,28273529000.0,0.23784831,Isolated Central
507299,32884136000.0,0.24256884,Isolated Central
507327,31040475000.0,0.14886908,Isolated Central
507361,38703935000.0,0.14986095,Isolated Central
507556,34057400000.0,0.18530768,Isolated Central
507587,33270147000.0,0.1404427,Isolated Central
507701,27858467000.0,0.15751417,Isolated Central
507742,26284898000.0,0.13083717,Isolated Central
507900,22355251000.0,0.26403117,Isolated Central
507965,44800864000.0,0.15223275,Isolated Central
507984,22424515000.0,0.13562001,Isolated Central
508156,40621994000.0,0.10522475,Isolated Central
508188,20743057000.0,0.19248967,Isolated Central
508239,33064660000.0,0.14302237,Isolated Central
508263,26040007000.0,0.14958669,Isolated Central
508463,34850860000.0,0.26794517,Isolated Central
508564,22068363000.0,0.25203967,Isolated Central
508596,20902306000.0,0.17719918,Isolated Central
508709,22201422000.0,0.15472199,Isolated Central
508748,30261305000.0,0.10644048,Isolated Central
508824,22645666000.0,0.17217535,Isolated Central
508854,19402056000.0,0.1650981,Isolated Central
508955,28251720000.0,0.1837812,Isolated Central
508985,45372092000.0,0.09421528,Isolated Central
509018,29061335000.0,0.19567762,Isolated Central
509079,40255250000.0,0.14436617,Isolated Central
509103,45793320000.0,0.25788847,Isolated Central
509167,23867126000.0,0.33449924,Isolated Central
509363,25318246000.0,0.15828815,Isolated Central
509402,33792119000.0,0.20809104,Isolated Central
509468,49508120000.0,0.33452693,Isolated Central
509521,21747580000.0,0.18068722,Isolated Central
509689,24190480000.0,0.31987754,Isolated Central
509766,26732964000.0,0.11628009,Isolated Central
509805,15223563000.0,0.15486653,Isolated Central
509903,23471053000.0,0.120590426,Isolated Central
510161,30202464000.0,0.17373988,Isolated Central
510245,23610452000.0,0.16993155,Isolated Central
510299,39732150000.0,0.15653802,Isolated Central
510323,28878330000.0,0.15455888,Isolated Central
510390,21406302000.0,0.33291173,Isolated Central
510430,31227904000.0,0.2287134,Isolated Central
510458,25937220000.0,0.19373128,Isolated Central
510495,21704712000.0,0.24471217,Isolated Central
510567,31195730000.0,0.15131164,Isolated Central
510680,39015174000.0,0.11362695,Isolated Central
510778,24908497000.0,0.22542688,Isolated Central
510806,26138802000.0,0.15440452,Isolated Central
511005,44954345000.0,0.24722183,Isolated Central
511021,36920120000.0,0.1553406,Isolated Central
511095,22864232000.0,0.11655996,Isolated Central
511127,26389703000.0,0.31911406,Isolated Central
511195,43269235000.0,1.1277132,Isolated Central
511214,14751126000.0,0.2708901,Isolated Central
511274,36491210000.0,0.30314922,Isolated Central
511298,30680494000.0,0.201273,Isolated Central
511362,22857865000.0,0.16218644,Isolated Central
511542,23819411000.0,0.0932399,Isolated Central
511576,40516973000.0,0.18241276,Isolated Central
511600,26388005000.0,0.098746516,Isolated Central
511638,21465250000.0,0.14269972,Isolated Central
511687,37160874000.0,0.17759351,Isolated Central
511714,29949921000.0,0.17795014,Isolated Central
511748,32695642000.0,0.12384822,Isolated Central
511858,45197242000.0,0.1810902,Isolated Central
511944,38216385000.0,0.13710175,Isolated Central
511980,32821903000.0,0.06478511,Isolated Central
512125,21143980000.0,0.19832756,Isolated Central
512154,52787634000.0,0.23558591,Isolated Central
512306,36990906000.0,0.13564742,Isolated Central
512330,37284504000.0,0.13343793,Isolated Central
512366,18585530000.0,0.19735307,Isolated Central
512414,27429710000.0,0.25591505,Isolated Central
512459,30411880000.0,0.17688543,Isolated Central
512600,33168482000.0,0.14367285,Isolated Central
512707,17680361000.0,0.09894314,Isolated Central
512842,27594484000.0,0.14605515,Isolated Central
512934,31716366000.0,0.24869837,Isolated Central
513026,26986095000.0,0.25800064,Isolated Central
513052,25855918000.0,0.19671215,Isolated Central
513094,20673411000.0,0.2267954,Isolated Central
513137,35872604000.0,0.3314725,Isolated Central
513186,36057686000.0,0.16684876,Isolated Central
513322,17423075000.0,0.31665295,Isolated Central
513402,29280788000.0,0.2164124,Isolated Central
513437,28864758000.0,0.1963421,Isolated Central
513468,26629065000.0,0.1310125,Isolated Central
513504,51400688000.0,0.12560189,Isolated Central
513624,35174580000.0,0.14477713,Isolated Central
513646,36483154000.0,0.17674369,Isolated Central
513718,37858840000.0,0.15194218,Isolated Central
513760,32338674000.0,0.32128087,Isolated Central
513789,8420550700.0,0.11214533,Isolated Central
513820,26140414000.0,0.17548794,Isolated Central
513925,32000594000.0,0.1603495,Isolated Central
513954,31564452000.0,0.1987379,Isolated Central
514017,33883380000.0,0.17325588,Isolated Central
514093,24661381000.0,0.15341908,Isolated Central
514127,32878970000.0,0.1306737,Isolated Central
514178,38990040000.0,0.16024165,Isolated Central
514249,30747785000.0,0.07377357,Isolated Central
514295,21175175000.0,0.2072625,Isolated Central
514333,29645548000.0,0.14486319,Isolated Central
514475,25919435000.0,0.14108077,Isolated Central
514500,23623123000.0,0.14960712,Isolated Central
514637,20243427000.0,0.2539384,Isolated Central
514671,27090956000.0,0.19068392,Isolated Central
514699,25234176000.0,0.16311976,Isolated Central
514770,24451080000.0,0.15769173,Isolated Central
514808,18907443000.0,0.14776893,Isolated Central
514885,44906760000.0,0.13999073,Isolated Central
514961,27725935000.0,0.23310618,Isolated Central
514988,35270050000.0,0.0817495,Isolated Central
515252,42864470000.0,0.13947634,Isolated Central
515265,26376790000.0,0.14543381,Isolated Central
515286,23917850000.0,0.109218135,Isolated Central
515332,15484484000.0,0.09392569,Isolated Central
515410,25026726000.0,0.2348673,Isolated Central
515437,32953862000.0,0.16021122,Isolated Central
515473,27484248000.0,0.18096827,Isolated Central
515543,33870313000.0,0.11302357,Isolated Central
515570,14456584000.0,0.13392471,Isolated Central
515620,26339402000.0,0.14927197,Isolated Central
515684,14991275000.0,0.13924247,Isolated Central
515751,32123927000.0,0.16304962,Isolated Central
515794,23841876000.0,0.2150447,Isolated Central
515860,20794510000.0,0.28693518,Isolated Central
515909,23874056000.0,0.11429908,Isolated Central
515936,25465938000.0,0.19483908,Isolated Central
516034,22303021000.0,0.11965771,Isolated Central
