Mass,Bfld,ID
117884125000.0,0.09000561,401192
67533685000.0,0.12857668,401328
62204820000.0,0.09177991,401535
116393340000.0,0.12095167,401670
97403330000.0,0.072804704,401859
96597930000.0,0.14668778,402017
102696215000.0,0.09057532,402118
60995682000.0,0.09438838,402293
147546500000.0,0.13728037,402979
128858374000.0,0.08773462,403110
108736050000.0,0.15088917,403261
91785360000.0,0.19987454,403624
67109065000.0,0.12531357,404093
135022950000.0,0.114124045,404216
106375200000.0,0.07248361,404501
133083680000.0,0.09999872,404644
132038610000.0,0.114789605,404769
98040160000.0,0.18022686,404888
103106040000.0,0.09436591,405000
151411880000.0,0.08341844,405460
59148476000.0,0.07357307,405745
45628120000.0,0.09140516,405882
72166920000.0,0.12212924,406256
97327210000.0,0.184473,406698
57775383000.0,0.10937728,406878
124110316000.0,0.08593208,407204
46041637000.0,0.11821671,407320
95595550000.0,0.09113609,407472
44486370000.0,0.15036786,407606
61205754000.0,0.1751086,407822
95021630000.0,0.10039279,407926
46949564000.0,0.18278065,408076
60319380000.0,0.069064066,408497
79998500000.0,0.14114243,408647
65544774000.0,0.11663929,408935
117431320000.0,0.13152592,409086
55048577000.0,0.24271552,409226
102342530000.0,0.066532694,409645
123545215000.0,0.20792098,409761
97239335000.0,0.13392529,410140
67430556000.0,0.15704077,410456
89967020000.0,0.12580131,410567
36325724000.0,1.0732857,410889
82490610000.0,0.06006362,411034
58645020000.0,0.05859072,411154
71097870000.0,0.1117992,411321
96424090000.0,0.16586287,411452
79418230000.0,0.13639687,411637
72687270000.0,0.09062684,411783
93954270000.0,0.092486665,411949
125145340000.0,0.14602429,412079
35964674000.0,0.15245411,412332
99268780000.0,0.08868181,412442
44012090000.0,0.05759667,412743
50164850000.0,0.29976404,412912
143879540000.0,0.095251404,413091
88707160000.0,0.08201533,413194
81288250000.0,0.13895904,413363
98474800000.0,0.10416126,413928
142462730000.0,0.08323684,414050
94178484000.0,0.15038742,414277
99354060000.0,0.08582504,414447
80481616000.0,0.113018975,414651
65947046000.0,0.058561716,414759
46563578000.0,0.11417252,414990
101065930000.0,0.15675275,415113
73487480000.0,0.07452702,415211
58337145000.0,0.30427378,415497
23372333000.0,0.11963067,415628
70125680000.0,0.06675159,415823
34387750000.0,0.6327061,415972
99218460000.0,0.058939863,416112
33450529000.0,0.0979661,416258
78863130000.0,0.16243495,416399
77814300000.0,0.1999303,416522
70182806000.0,0.123716846,416627
106431160000.0,0.102543354,416752
105607140000.0,0.08210912,416897
69521375000.0,0.14877494,417281
83942090000.0,0.0685737,417411
98112040000.0,0.10646879,417581
74803000000.0,0.05718911,417793
104543250000.0,0.09411885,418230
105208005000.0,0.095267266,418911
43646104000.0,0.16060057,419061
66146130000.0,0.05107004,420172
53385507000.0,0.22939038,420304
48186003000.0,0.15559267,420435
104089690000.0,0.08207988,420658
103653580000.0,0.117910676,420815
83879510000.0,0.091322295,420924
74296060000.0,0.10003501,421031
95573746000.0,0.078506365,421312
80967080000.0,0.08367735,421450
108603440000.0,0.08910289,421711
74552410000.0,0.23192193,421835
46514418000.0,0.06403411,422109
59919282000.0,0.107430115,422231
64657285000.0,0.12565751,422426
40781603000.0,0.070689924,422662
106162140000.0,0.22831328,423013
104922710000.0,0.08275661,423387
108881715000.0,0.18216062,423527
16956612000.0,0.566726,423908
110343676000.0,0.08222974,424152
91806890000.0,0.20213096,424255
52667953000.0,0.114744514,424571
109800580000.0,0.10944423,424910
146722870000.0,0.12491112,424986
38579073000.0,0.0614317,425061
43414122000.0,0.06937599,425185
35160113000.0,0.80395544,425488
60439753000.0,0.17189305,425729
75869176000.0,0.13410914,425836
64139780000.0,0.0725574,426086
75355330000.0,0.16863012,426361
91177810000.0,0.132735,426575
63884530000.0,0.14136267,426665
105763316000.0,0.10628432,426764
65236210000.0,0.11319791,426984
114556400000.0,0.102060534,427114
108330890000.0,0.21198732,427215
47724163000.0,0.121510126,427419
87605670000.0,0.15151311,427532
69540176000.0,0.108844414,427607
85784020000.0,0.10765975,427957
22543352000.0,0.41408178,428038
91931180000.0,0.08504498,428158
60911112000.0,0.20134343,428289
110827070000.0,0.110481694,428431
100259955000.0,0.08635497,428537
86609130000.0,0.07882558,428616
106059410000.0,0.16021153,428715
81337900000.0,0.1617557,428813
96203810000.0,0.07696401,428927
56311640000.0,0.18951815,429041
93294805000.0,0.13612588,429127
66254184000.0,0.055277776,429435
54272557000.0,0.11471817,429678
46189347000.0,0.14538938,429758
71599374000.0,0.121835865,429862
121648220000.0,0.09825082,429989
73957100000.0,0.12388492,430070
61566054000.0,0.15915282,430183
33082341000.0,0.32420218,430286
67130503000.0,0.083079115,430394
64764998000.0,0.15577877,430470
41149497000.0,0.074850075,430589
64029835000.0,0.12711206,430850
115530350000.0,0.15379892,431201
86119416000.0,0.12235327,431635
86067730000.0,0.08301562,431751
92273790000.0,0.10879134,432254
67676164000.0,0.06247726,432379
27953947000.0,0.14901942,432592
100713500000.0,0.14323913,432711
59317707000.0,0.06681054,432831
69156920000.0,0.15929092,433038
91521560000.0,0.11849305,433111
55522940000.0,0.32762635,433317
31039877000.0,0.18726607,433401
47390302000.0,0.21155387,433723
84881960000.0,0.1835609,433936
104885730000.0,0.06695626,434026
48492110000.0,0.15930225,434303
55208950000.0,0.09732296,434410
61868530000.0,0.083583325,435020
59797524000.0,0.15997061,435126
44928280000.0,0.11553492,435223
58077987000.0,0.1139102,435685
58139517000.0,0.13998802,436127
55833750000.0,0.05474954,436233
83243130000.0,0.1501292,436349
71542810000.0,0.16735566,436458
47831960000.0,0.11707864,436551
26855807000.0,0.113909386,436991
84724140000.0,0.13653162,437239
64516547000.0,0.12428086,437314
56134242000.0,0.12856266,437408
63022555000.0,0.076978944,437507
45872062000.0,0.15986234,437645
61821764000.0,0.17538643,438297
30017032000.0,0.13824777,438453
49334380000.0,0.162351,438669
54089314000.0,0.17353512,438787
62192226000.0,0.13158195,438996
39672644000.0,0.18346314,439078
60183190000.0,0.105328664,439283
80030300000.0,0.1407517,439392
28896182000.0,0.121213146,439630
61634376000.0,0.14744222,439922
93817900000.0,0.15995288,440144
58006897000.0,0.114571065,440193
94221070000.0,0.112352364,440289
69077434000.0,0.11578224,440377
36563005000.0,0.22087236,440477
41522840000.0,0.16234966,440568
59092480000.0,0.071978316,440726
44960930000.0,0.106772825,440923
43365716000.0,0.1119452,441036
69006110000.0,0.13122658,441141
29671217000.0,0.77764565,441219
79701565000.0,0.22839937,441327
78007320000.0,0.15664248,441397
43356640000.0,0.16428418,441857
64006984000.0,0.25124544,442227
39516058000.0,1.1788633,442300
81926790000.0,0.15737696,442350
54273190000.0,0.14637026,442532
92178530000.0,0.08226908,442855
66777797000.0,0.112078704,442979
29172204000.0,0.13516316,443175
69214640000.0,0.095406145,443249
72903380000.0,0.10461145,443421
72709160000.0,0.09135677,443498
56015528000.0,0.23004219,443914
16153717000.0,0.11677818,444067
15760127000.0,0.12911576,444251
50022654000.0,0.12225675,444340
26993052000.0,0.11892245,444442
62939650000.0,0.07899455,444631
52749660000.0,0.13119112,444728
25420227000.0,0.19592288,444834
86387250000.0,0.14287667,444929
39827660000.0,0.21963312,445185
60463256000.0,0.08884137,445342
56330215000.0,0.17492513,445567
73435000000.0,0.081703365,445658
61147554000.0,0.10552428,445753
70550530000.0,0.0960144,445878
67359556000.0,0.12078888,446253
58774934000.0,0.15454832,446330
36296610000.0,0.21500674,446449
42564500000.0,0.31993455,446549
33318388000.0,3.3230317,446613
46740677000.0,0.11557342,446682
39113010000.0,0.065537594,446786
51018550000.0,0.1037656,446937
68953860000.0,0.14663994,447042
57465467000.0,0.13596055,447153
48339444000.0,0.10787999,447236
45791130000.0,0.13901009,447350
45985894000.0,0.10859811,447433
68230357000.0,0.105466135,447532
124504280000.0,0.11718118,447606
39583773000.0,0.13482988,447695
42456150000.0,0.06676316,447886
99821890000.0,0.07005632,448021
51658736000.0,0.24953948,448371
42670244000.0,0.1611499,448525
60143640000.0,0.19886482,448642
29468280000.0,0.3729646,448732
57766610000.0,0.13673784,448840
73617840000.0,0.09536691,449099
